data,Showalterindex,Liftedindex,LIFTcomputedusingvirtualtemperature,Kindex,Crosstotalsindex,Verticaltotalsindex,Totalstotalsindex,ConvectiveAvailablePotentialEnergy,CAPEusingvirtualtemperature,ConvectiveInhibition,CINSusingvirtualtemperature,Temp[K]oftheLiftedCondensationLevel,Pres[hPa]oftheLiftedCondensationLevel,Equivalentpotentialtemp[K]oftheLCL,Meanmixedlayerpotentialtemperature,Meanmixedlayermixingratio,1000hPato500hPathickness,Precipitablewater[mm]forentiresounding,contagem_raios,sim_nao,shear_index,BRNSH_index,shear_0_15000,shear_6000_15000,BRNSH_500_15000,BRNSH_6000_15000,EL,EL (Tv),LFC,LFC (Tv),Prof_cam_convec,Prof_cam_tv
2001-02-28,3.38,3.08,2.74,28.1,17.3,24.3,41.6,0.0,0.0,0.0,0.0,284.43,821.29,331.53,300.9,10.34,5725.0,28.31,528,sim,3.648311954082105,2.374840253864712,3.6483119540821054,0.0,2.9638943141535927,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2001-03-01,2.65,0.4,-0.18,23.1,17.3,26.3,43.6,20.83,62.67,-222.95,-152.0,287.28,858.73,335.25,300.07,11.95,5723.0,25.26,3399,sim,1.104411541686796,0.2556961996014066,12.532142502344524,11.430794729846236,6.612021877884537,6.321625572097131,406.8,403.88,589.41,606.93,182.60999999999996,203.04999999999995
2001-03-05,1.62,0.35,-0.17,32.8,17.9,26.9,44.8,58.57,90.48,-147.94,-115.72,285.99,821.38,336.71,302.55,11.5,5741.0,30.83,7810,sim,10.3323647297099,8.443998610417456,14.003733379981211,9.731200992450985,34.8292876851241,13.244212495582088,395.94,391.5,675.35,691.09,279.41,299.59000000000003
2001-03-06,-0.04,0.36,0.11,31.7,21.1,25.7,46.8,0.0,0.0,0.0,-274.4,285.12,820.06,333.97,301.76,10.89,5745.0,31.71,14,sim,6.17328,11.15979853873861,9.25992,11.21832455597822,2.5367774949382444,15.010667226100036,0.0,492.48,0.0,493.6,0.0,1.1200000000000045
2001-03-08,13.22,13.35,14.44,23.44,7.4,11.13,18.54,7.38,11.07,-94.62,-83.83,288.83,861.92,340.31,301.37,13.18,5752.0,51.47,794,sim,7.544282119748956,3.458043385413297,15.22301846424871,14.031614156133212,18.40698247588817,8.163754455684378,647.6,646.94,703.13,712.87,55.52999999999997,65.92999999999995
2001-03-09,0.4,-0.17,-0.55,35.1,21.1,22.1,43.2,42.24,68.75,-46.99,-31.77,289.27,859.7,342.34,302.05,13.6,5762.0,44.07,1009,sim,4.526958724834094,1.052163544079127,12.114642190086451,7.701023802116499,11.7845493259978,6.224473931508322,387.61,381.9,609.01,623.08,221.39999999999998,241.18000000000006
2001-03-10,-1.31,-2.58,-2.93,32.4,22.2,25.1,47.3,251.65,305.33,-1.28,-0.07,290.18,871.57,343.91,301.83,14.25,5763.0,39.81,982,sim,3.176450442624089,0.6797599195591976,4.887672084451962,7.9361744324443935,1.2226287491699903,0.5421072167665345,292.53,291.43,865.04,869.02,572.51,577.5899999999999
2001-03-11,3.32,0.45,0.01,22.3,17.5,23.5,41.0,59.02,145.4,-65.63,-32.6,287.56,839.42,339.32,302.32,12.46,5743.0,27.06,792,sim,9.259920000000001,3.345795908272855,41.1552,48.43462052074442,21.973368195528344,7.945420808446868,350.27,331.16,617.07,758.07,266.80000000000007,426.91
2001-03-12,0.09,0.68,0.2,27.2,21.6,23.1,44.7,0.0,0.82,0.0,-8.27,286.69,835.25,336.9,301.83,11.82,5746.0,27.72,910,sim,6.04536584999489,4.10293792829287,18.41931232967582,13.158440024514984,9.254736795232862,1.2351408845327418,0.0,484.19,0.0,831.72,0.0,347.53000000000003
2001-03-13,3.35,2.14,1.84,31.7,16.9,22.9,39.8,10.51,21.91,-190.71,-158.96,288.71,860.56,340.08,301.38,13.11,5770.0,36.57,25,sim,4.73015520482929,12.92429883257869,15.059313002935555,12.121232026814418,7.442148201957488,3.722024926788647,574.03,570.66,646.04,668.25,72.00999999999999,97.59000000000003
2001-03-14,1.64,-0.24,-0.97,18.3,18.1,25.1,43.2,50.96,142.54,-191.47,-60.31,288.82,845.28,343.0,303.04,13.44,5776.0,25.39,33,sim,5.152028981335206,1.796496189486213,8.592842096442832,8.839011214108208,7.611716234789444,2.7957606808617537,253.88,253.93,516.84,760.25,262.96000000000004,506.32
2001-03-15,-2.19,-1.7,-2.45,35.9,21.7,26.7,48.4,349.47,477.1,-145.86,-121.47,289.12,839.05,345.24,304.0,13.82,5790.0,33.42,1859,sim,3.171731087151524,0.8645738286235973,12.773348808785416,14.561208055754197,8.789386643337494,3.790224226609809,217.27,217.15,678.04,691.47,460.77,474.32000000000005
2001-03-17,-1.58,-0.44,-0.78,34.1,21.1,27.1,48.2,55.55,107.64,-150.81,-120.83,285.95,797.69,340.5,305.05,11.91,5773.0,34.89,10349,sim,9.77436,7.62007242911476,5.1444,13.35061802475438,13.641676183785442,0.6387114801725998,332.79,331.04,656.6,672.33,323.81,341.29
2001-03-19,0.38,0.49,0.37,34.1,19.3,27.3,46.6,2.72,5.11,-244.06,-221.93,283.79,783.86,335.45,304.26,10.39,5751.0,36.14,4965,sim,4.649494784434904,11.76808990521704,25.98001561257059,30.51537809528233,12.760242863534184,9.61877933692913,531.71,527.57,564.15,571.06,32.43999999999994,43.489999999999895
2001-03-20,-0.82,-0.24,-0.61,34.5,21.6,25.1,46.7,11.82,51.45,-96.07,-72.51,286.47,820.12,338.58,303.19,11.87,5753.0,34.58,7026,sim,5.531963779780038,15.18476506124568,12.490502058991028,17.47644770905718,1.2615034245260843,13.475658528739205,388.8,323.97,650.81,704.95,262.00999999999993,380.98
2001-03-23,1.39,0.26,-0.17,33.3,17.5,26.5,44.0,52.34,88.31,-165.82,-130.8,287.35,817.21,342.23,304.42,12.65,5788.0,34.98,4607,sim,3.60108,0.9108767150911634,12.861000000000002,13.654525674143908,4.08763474694122,6.294351218362143,360.39,356.45,654.02,679.12,293.63,322.67
2001-03-25,2.25,-2.2,-2.62,27.5,15.9,28.9,44.8,433.29,520.11,-211.99,-153.43,288.58,846.37,341.92,302.67,13.23,5752.0,30.59,12863,sim,2.05776,0.858305530984921,11.832120000000002,9.909142453265424,1.3806744336639083,3.801683915733708,283.95,283.48,674.13,690.96,390.18,407.48
2001-03-26,3.42,0.89,0.56,26.3,15.1,27.1,42.2,16.23,43.17,-268.23,-222.15,285.6,806.5,337.8,303.72,11.46,5759.0,31.53,10081,sim,5.23327962999335,2.553410577466691,4.9000183570849245,0.617000161774312,3.066261885814745,0.0510768928337393,438.09,434.47,615.16,634.3,177.07,199.82999999999993
2001-03-29,0.5,0.07,-0.43,33.4,21.2,22.5,43.7,44.19,115.03,-35.41,-7.16,289.11,871.9,339.78,300.68,13.27,5731.0,34.15,1399,sim,12.861,12.04220969875844,30.351960000000005,17.575680095756336,45.11304429748536,9.749921320941844,380.83,377.41,719.65,827.47,338.82,450.06
2001-03-30,1.07,0.11,-0.57,30.7,19.9,24.5,44.4,174.33,258.49,-137.12,-85.41,288.07,860.31,337.78,300.73,12.57,5731.0,29.46,4000,sim,13.27329832910947,15.11502807036564,35.824879717547205,22.63810392403844,54.13825369730292,10.813827330568838,318.42,316.92,615.44,698.1,297.02000000000004,381.18
2001-03-31,-1.09,-1.67,-2.31,27.3,21.5,27.5,49.0,229.48,325.89,-144.1,-109.52,288.21,866.8,337.26,300.24,12.59,5724.0,28.54,3157,sim,10.08433243290619,9.880726018707046,17.025050302000587,7.417766742296063,26.389149820612595,3.6815398715008,314.25,312.48,662.53,692.25,348.28,379.77
2001-04-01,-0.49,-1.54,-2.18,30.7,20.9,26.9,47.8,199.5,305.71,-143.25,-112.78,287.99,855.05,338.35,301.19,12.6,5737.0,26.52,9637,sim,5.65884,7.164031772233669,2.5722,4.463885816702267,12.72871869635127,3.264368781915547,294.02,293.45,691.26,714.99,397.24,421.54
2001-04-02,0.15,0.5,0.43,34.6,20.1,26.1,46.2,41.08,56.31,-140.7,-123.63,287.28,851.35,336.4,300.82,12.07,5729.0,38.2,1282,sim,9.259920000000001,3.714739499144259,27.77976,25.782451709929493,25.44467272386803,10.374501648650243,541.17,535.85,689.39,723.3,148.22000000000003,187.44999999999993
2001-04-03,2.2,1.16,0.47,27.7,19.9,20.9,40.8,56.6,148.58,-2.41,-1.4,289.49,885.04,339.09,299.78,13.4,5722.0,27.51,886,sim,5.1444,1.907710862465396,23.1498,18.87074426549593,10.50932673482335,3.189862640928941,265.96,265.96,851.56,860.24,585.5999999999999,594.28
2001-04-04,9.56,5.24,4.71,15.5,10.5,21.5,32.0,0.0,0.0,0.0,0.0,285.35,842.61,331.22,299.67,10.75,5734.0,20.45,196,sim,8.8242126792785,4.644096180111681,9.205223425361735,8.337531773932167,16.832314344834273,4.681291448296557,0.0,0.0,0.0,0.0,0.0,0.0
2001-04-05,3.99,4.34,3.77,20.1,16.5,22.5,39.0,0.0,0.0,0.0,0.0,286.86,854.25,334.48,300.08,11.71,5747.0,25.76,327,sim,5.261340120678382,15.42509851676823,9.554233202082049,7.624271562259032,28.44064175436084,3.672966447281741,0.0,0.0,0.0,0.0,0.0,0.0
2001-04-06,0.49,-0.45,-0.95,30.7,19.1,26.1,45.2,90.29,165.03,-163.37,-123.93,287.87,829.83,342.02,303.65,12.88,5775.0,32.52,4623,sim,5.658840000000001,11.8802278837846,15.4332,9.840734847365708,18.36194172571484,1.21096399917667,273.78,273.71,661.53,691.06,387.75,417.34999999999997
2001-04-07,3.31,0.96,0.53,26.3,17.9,21.7,39.6,47.48,97.65,-105.05,-65.13,288.99,858.12,341.53,301.91,13.4,5756.0,34.76,247,sim,8.260864750955154,6.850820698980922,9.677970991743294,3.907335362094088,20.78279981102664,5.450918413024319,335.38,331.18,686.49,709.5,351.11,378.32
2001-04-10,1.04,2.09,1.77,30.5,19.3,24.3,43.6,0.0,0.0,0.0,0.0,285.35,806.95,336.86,303.4,11.22,5764.0,31.84,2006,sim,13.68315976778659,20.16961691022956,22.897240308352806,9.27632325588733,33.66984795219043,1.278295662298087,0.0,0.0,0.0,0.0,0.0,0.0
2001-04-12,4.9,3.5,2.85,-6.4,17.6,18.9,36.5,10.6,18.6,0.0,0.0,287.33,852.46,336.4,300.75,12.1,5753.0,18.71,0,nao,7.486997321075231,3.54386868177774,13.235474611703014,7.708297664120143,20.386999603664925,6.663096238671541,782.12,780.8,852.34,852.46,70.22000000000003,71.66000000000008
2001-04-13,4.86,4.71,4.27,-18.2,18.4,20.3,38.7,0.0,0.0,0.0,0.0,282.76,814.92,327.33,299.81,9.31,5702.0,13.97,0,nao,25.31196089004891,5.080383065256926,30.273117661074444,8.513004858490705,45.075567828400544,17.113197105486844,0.0,0.0,0.0,0.0,0.0,0.0
2001-04-14,6.28,6.04,5.68,0.5,15.5,22.5,38.0,0.0,0.0,0.0,0.0,282.82,841.78,323.55,297.09,9.05,5705.0,15.8,0,nao,26.88100840246226,10.31914490745213,32.512544053929865,5.658840000000001,25.078718010897248,5.104661232048432,0.0,0.0,0.0,0.0,0.0,0.0
2001-04-16,11.98,6.92,6.81,-4.3,3.7,24.7,28.4,0.0,0.0,0.0,0.0,278.72,777.52,321.49,299.51,7.49,5696.0,12.26,1,sim,13.37544,6.914436824964596,15.94764,10.548004255351522,16.464957702915708,6.847757401893926,0.0,0.0,0.0,0.0,0.0,0.0
2001-04-17,7.64,5.87,5.57,1.1,14.5,20.5,35.0,0.0,0.0,0.0,0.0,284.31,848.82,327.02,297.95,9.92,5704.0,16.71,0,nao,15.45890060065075,6.062812215770213,27.53140946968036,13.04569869376303,18.10637063532784,2.4423122387205667,0.0,0.0,0.0,0.0,0.0,0.0
2001-04-18,8.36,7.19,6.78,14.3,13.5,20.5,34.0,0.0,0.0,0.0,0.0,282.3,822.81,324.8,298.49,8.98,5715.0,17.64,0,nao,12.05136075790057,3.256644155962847,29.405748767878283,18.07833112649651,21.256819528310302,7.063001361898033,0.0,0.0,0.0,0.0,0.0,0.0
2001-04-23,3.04,3.83,3.67,25.7,16.1,26.1,42.2,0.0,0.0,0.0,0.0,283.44,797.69,332.07,302.36,9.99,5751.0,31.35,2,sim,15.16413899027302,21.36031685384209,15.920388524265052,10.630853907078423,39.90746892377237,2.398236044322604,0.0,0.0,0.0,0.0,0.0,0.0
2001-04-24,3.79,4.64,4.41,25.3,16.7,22.7,39.4,0.0,0.0,0.0,0.0,284.33,807.53,333.36,302.26,10.46,5768.0,32.3,225,sim,3.827716604493959,5.411791626844744,2.6650415942574184,5.870134010708012,4.766976625748141,0.0557294598513832,0.0,0.0,0.0,0.0,0.0,0.0
2001-04-25,4.46,4.19,3.56,18.5,16.3,21.3,37.6,0.0,0.1,0.0,-135.55,286.96,842.8,336.63,301.34,11.94,5763.0,23.22,7,sim,4.216088186336936,12.78851754187253,6.066718989765134,2.6126007882403908,13.331043931956792,0.0180557556156328,0.0,690.87,0.0,697.16,0.0,6.289999999999964
2001-04-27,5.59,3.82,3.35,11.3,13.7,25.7,39.4,0.0,0.0,0.0,0.0,282.08,792.31,328.72,301.49,9.21,5725.0,14.03,0,nao,14.80827179293082,13.26754160450082,7.716600000000001,11.625012281574476,11.798433528896563,1.673524362034526,0.0,0.0,0.0,0.0,0.0,0.0
2001-04-28,7.97,7.99,7.68,-4.1,10.9,22.9,33.8,0.0,0.0,0.0,0.0,281.83,787.17,328.77,301.79,9.15,5756.0,18.07,2,sim,1.54332,2.931899411618582,7.20216,6.321666814141716,7.023667109665423,0.6958616620665843,0.0,0.0,0.0,0.0,0.0,0.0
2001-05-02,2.23,2.64,2.27,26.1,17.9,24.9,42.8,0.0,0.04,-577.14,-467.64,285.67,829.85,334.25,301.32,11.14,5740.0,27.34,5,sim,7.202160000000001,17.31950155669356,23.66424,16.65120926635339,30.067104772130477,2.615399615115507,338.76,337.78,339.44,341.46,0.6800000000000068,3.680000000000007
2001-05-03,1.95,0.44,-0.07,28.7,17.5,26.5,44.0,291.06,339.19,-253.69,-97.12,285.48,803.25,337.89,303.93,11.41,5759.0,26.41,8,sim,8.231040000000002,10.32628923316603,8.231040000000002,0.0,11.24542692522868,0.0,225.61,225.53,481.1,705.72,255.49,480.19000000000005
2001-05-05,12.89,8.99,8.77,15.9,9.1,20.1,29.2,0.0,0.0,0.0,0.0,278.66,829.75,314.01,293.94,6.92,5631.0,11.56,5,sim,35.20976996297649,79.37066206247802,37.23878205257234,2.179446389723307,125.52184354887396,3.9922730583352593,0.0,0.0,0.0,0.0,0.0,0.0
2001-05-06,15.27,15.89,15.69,-8.4,9.6,13.9,23.5,0.0,0.0,0.0,0.0,277.17,825.82,310.89,292.76,6.23,5635.0,10.8,0,nao,22.64101397968211,24.05471785558471,44.228607211944166,21.60648,54.03725039362272,5.767704045096508,0.0,0.0,0.0,0.0,0.0,0.0
2001-05-08,9.0,9.04,8.72,-10.5,15.7,16.5,32.2,0.0,0.0,0.0,0.0,283.18,865.24,321.31,295.16,9.02,5705.0,17.71,0,nao,8.74548,15.82334881859727,41.1552,32.78594269673681,44.0640025183889,17.09098218574108,0.0,0.0,0.0,0.0,0.0,0.0
2001-05-09,9.57,7.85,7.52,19.1,10.1,23.1,33.2,0.0,0.0,0.0,0.0,282.01,844.04,320.92,296.04,8.55,5717.0,18.71,0,nao,19.31931434158851,19.02747654895607,35.272616649032415,19.050752361803884,45.052473107063086,4.933531667414453,0.0,0.0,0.0,0.0,0.0,0.0
2001-05-10,4.97,5.45,5.03,24.9,16.1,23.1,39.2,0.0,0.0,0.0,0.0,281.83,798.65,327.03,300.56,8.92,5724.0,23.43,11,sim,18.51984,82.64924046163101,29.83752,12.03660789007268,115.89149143089644,1.9127567320906111,0.0,0.0,0.0,0.0,0.0,0.0
2001-05-11,1.07,0.71,0.3,32.8,21.5,23.3,44.8,0.19,1.14,-225.13,-181.47,286.16,852.6,332.36,299.51,11.17,5707.0,33.29,2908,sim,26.25455114047401,58.6873300650843,25.740160112832708,5.27083229931541,96.25983171710806,3.844223831185437,430.65,430.42,434.44,439.97,3.7900000000000205,9.550000000000011
2001-05-12,4.53,5.52,5.19,29.3,19.2,20.3,39.5,0.0,0.0,0.0,0.0,284.83,879.66,324.19,295.48,9.91,5678.0,29.95,119,sim,25.722,62.18886186091569,48.35735999999999,26.03058261936022,118.2752487461608,8.427277275750518,0.0,0.0,0.0,0.0,0.0,0.0
2001-05-13,0.59,0.42,0.2,34.1,23.2,23.5,46.7,0.0,0.0,0.0,0.0,286.54,890.92,327.95,296.18,10.96,5661.0,31.84,11,sim,32.80891771127212,140.1026826357084,38.982497797583925,20.14610600854933,232.1646929447168,17.10915469905931,0.0,0.0,0.0,0.0,0.0,0.0
2001-05-14,10.71,10.15,9.93,-3.2,14.8,16.3,31.1,0.0,0.0,0.0,0.0,281.86,873.95,316.47,292.94,8.16,5642.0,16.68,1,sim,20.14655447395444,27.50866837415879,56.66418323760298,38.87255496759708,97.70962619703316,23.182871473129136,0.0,0.0,0.0,0.0,0.0,0.0
2001-05-15,9.96,10.48,10.36,8.2,15.4,18.1,33.5,0.0,0.0,0.0,0.0,279.12,849.59,312.53,292.43,6.94,5658.0,40.85,0,nao,16.64531995503866,33.69008661209323,48.5330710711448,31.94381274355628,48.363067448354414,2.067652590224317,0.0,0.0,0.0,0.0,0.0,0.0
2001-05-18,15.31,16.5,16.36,-31.9,1.9,20.9,22.8,0.0,0.0,0.0,0.0,272.31,783.72,305.55,291.97,4.69,5657.0,5.59,0,nao,19.34284844907284,44.11141373909174,21.8745027163602,2.572200000000004,61.98756351301292,2.623807338027406,0.0,0.0,0.0,0.0,0.0,0.0
2001-05-19,8.18,9.14,8.83,-2.6,16.2,17.9,34.1,0.0,0.0,0.0,0.0,283.37,883.89,319.32,293.55,8.93,5675.0,14.59,0,nao,9.72561324433428,10.17574351954714,39.4945781533311,30.0100804331651,58.80713583699673,25.268856309265203,0.0,0.0,0.0,0.0,0.0,0.0
2001-05-20,4.02,5.83,5.54,-1.1,19.7,22.7,42.4,0.0,0.0,0.0,0.0,281.84,858.67,318.44,294.39,8.28,5669.0,12.55,0,nao,14.40432,1.439051593313268,34.46748000000001,21.50379683236404,67.68987434551298,47.02471794497225,0.0,0.0,0.0,0.0,0.0,0.0
2001-05-21,7.18,5.38,5.51,-4.1,12.7,25.7,38.4,0.0,0.0,0.0,0.0,283.43,885.7,319.25,293.44,8.95,5672.0,14.17,5,sim,21.60570393109201,15.48639346938938,43.11161182572239,22.00075469725888,93.81773854571878,35.7299115618623,0.0,0.0,0.0,0.0,0.0,0.0
2001-05-22,4.58,4.76,4.84,22.1,16.5,25.5,42.0,0.08,1.83,-210.8,-183.14,279.82,797.98,321.43,298.48,7.78,5665.0,24.37,0,nao,16.46208,24.67668246830276,28.80864,20.742392382812525,65.03311722206107,16.044771781901105,668.99,666.79,676.77,685.25,7.779999999999973,18.460000000000036
2001-05-23,5.24,5.43,5.11,17.5,16.9,22.9,39.8,0.0,0.0,0.0,0.0,282.59,839.7,323.2,297.08,8.93,5680.0,19.61,0,nao,7.20216,1.988277177652061,15.94764,8.795314378408237,27.10253261012337,13.819054107690135,0.0,0.0,0.0,0.0,0.0,0.0
2001-05-24,2.62,2.02,1.7,21.3,21.5,22.9,44.4,0.0,0.0,-8.03,-6.3,284.59,873.06,324.38,295.85,9.82,5647.0,20.68,51,sim,10.2888,0.67204526269713,28.2942,20.31415489849288,8.249331545677588,11.708354640910397,834.88,834.22,835.55,838.69,0.6699999999999591,4.470000000000027
2001-05-25,2.84,2.74,2.39,28.9,19.1,26.1,45.2,0.0,0.0,0.0,0.0,283.26,860.14,322.24,295.74,9.12,5641.0,23.18,2,sim,12.25271471555855,7.698307611284653,34.34376927731491,22.12092,48.09030851023695,22.33503786528931,0.0,0.0,0.0,0.0,0.0,0.0
2001-05-26,3.87,3.84,3.5,25.7,19.5,21.3,40.8,0.0,0.0,0.0,0.0,284.73,860.08,326.67,297.28,10.07,5672.0,24.02,0,nao,24.28782664664791,13.85094953234782,29.02530561725093,5.422477238168805,128.45083838975452,60.18856378629346,0.0,0.0,0.0,0.0,0.0,0.0
2001-05-27,2.34,2.6,2.62,31.2,18.5,25.5,44.0,5.92,11.61,-199.83,-177.39,285.41,857.45,329.2,298.25,10.59,5686.0,31.88,1,sim,9.645094779997036,14.10590964995577,21.59939419225176,17.723762388394274,47.3838441072985,10.800363329655683,574.54,571.47,629.38,647.11,54.84000000000003,75.63999999999999
2001-05-28,1.95,1.18,0.82,26.7,21.1,24.1,45.2,0.0,1.13,0.0,-210.7,283.11,822.86,327.19,299.35,9.46,5675.0,23.11,126,sim,18.51984,39.79983428037103,18.51984,4.834648391449212,132.9938516196833,27.00487138519683,0.0,509.89,0.0,520.26,0.0,10.370000000000005
2001-05-29,1.09,-0.65,-0.98,14.9,19.9,26.9,46.8,140.64,200.16,-76.0,-54.29,285.23,833.47,332.25,300.49,10.8,5690.0,21.36,1134,sim,9.893405276612057,32.50267933093075,21.84059793249213,12.674216466875144,44.53552318014876,6.716959458974818,254.31,254.26,741.06,759.7,486.74999999999994,505.44000000000005
2001-05-30,2.78,3.27,2.73,21.7,19.7,21.3,41.0,0.0,0.0,0.0,0.0,286.41,863.35,331.58,298.71,11.22,5710.0,19.48,0,nao,18.0054,5.428038529130174,19.03428,13.908063241949716,44.8168051625355,19.630755743757778,0.0,0.0,0.0,0.0,0.0,0.0
2001-05-31,9.02,8.54,8.1,7.7,11.5,20.5,32.0,0.0,0.0,0.0,0.0,284.74,858.9,326.88,297.41,10.1,5725.0,16.57,1,sim,12.35727285234084,0.7458483494615106,9.984727275905191,8.390553040644138,12.952538525399246,6.760931535001198,0.0,0.0,0.0,0.0,0.0,0.0
2001-06-01,7.81,7.56,7.1,19.3,12.5,21.5,34.0,0.0,0.0,0.0,0.0,285.13,859.17,328.04,297.78,10.39,5726.0,18.32,0,nao,10.61317506295731,2.910371885810858,10.299816361166078,8.894193212499978,14.6830912434199,5.313970396114101,0.0,0.0,0.0,0.0,0.0,0.0
2001-06-03,6.55,6.41,6.03,18.3,13.9,22.9,36.8,0.0,0.0,0.0,0.0,284.22,848.8,326.73,297.87,9.86,5711.0,20.12,0,nao,15.02145274415175,4.197828112602467,7.411762394751809,7.970844139668943,14.258463250267228,10.185015095101932,0.0,0.0,0.0,0.0,0.0,0.0
2001-06-04,2.58,2.92,2.63,26.3,17.3,26.3,43.6,0.0,0.0,0.0,0.0,285.31,848.5,330.2,299.04,10.63,5727.0,27.02,0,nao,18.78678748995601,11.44322794368801,4.8433477857168405,16.862274445593773,16.7559808812548,5.470044260560031,0.0,0.0,0.0,0.0,0.0,0.0
2001-06-05,5.0,4.21,3.79,11.3,14.5,25.5,40.0,0.0,0.0,0.0,0.0,284.28,836.32,328.76,299.2,10.12,5737.0,18.34,0,nao,12.861,13.5451755934687,6.687720000000001,10.557623854012412,17.475392022794452,0.167528291288059,0.0,0.0,0.0,0.0,0.0,0.0
2001-06-06,3.86,4.62,4.35,13.7,17.1,25.1,42.2,0.0,0.0,0.0,0.0,280.47,790.6,324.33,299.96,8.21,5720.0,16.55,3,sim,5.65884,0.3970246168474117,13.889880000000002,8.26729808177547,6.757628797126826,6.000806549271813,0.0,0.0,0.0,0.0,0.0,0.0
2001-06-08,1.31,1.03,1.01,28.5,19.5,27.5,47.0,0.0,0.1,0.0,-185.02,285.46,870.09,327.51,297.06,10.46,5672.0,29.69,7,sim,14.83168351519885,73.49143405119503,27.009236439132177,12.907610005162091,139.76027294300994,32.0156180781211,0.0,644.56,0.0,656.47,0.0,11.910000000000082
2001-06-09,0.44,-1.47,-1.82,29.7,21.1,28.1,49.2,117.23,154.99,-140.76,-110.83,285.95,873.79,328.52,297.2,10.78,5664.0,26.47,1131,sim,16.46208,18.20292547115348,15.94764,13.190595493295868,52.26183027167016,8.016882914006706,357.24,355.55,690.92,700.98,333.67999999999995,345.43
2001-06-10,2.63,2.91,2.59,28.8,19.1,25.1,44.2,36.31,57.14,-135.66,-117.92,284.96,871.27,325.76,296.42,10.09,5649.0,24.52,101,sim,8.745479999999999,13.96469604497637,10.80324,7.416031453058223,32.224188053757786,3.0371128174154283,577.07,572.8,714.86,724.97,137.78999999999996,152.17000000000007
2001-06-11,3.6,2.87,2.48,25.3,20.5,22.1,42.6,0.0,0.0,0.0,0.0,284.03,861.84,324.28,296.37,9.6,5642.0,23.56,38,sim,5.088661995922468,0.4265186429751731,21.01384879294157,17.287074213413323,8.68778417128603,12.491210615108477,0.0,0.0,0.0,0.0,0.0,0.0
2001-06-12,5.27,3.98,3.66,10.9,16.9,23.9,40.8,0.0,0.0,0.0,0.0,283.51,860.61,322.91,295.95,9.29,5647.0,17.69,1,sim,8.781255628168026,0.3379572782108969,25.90653644333028,22.32930360809311,0.5517255084718088,0.0556870456901648,0.0,0.0,0.0,0.0,0.0,0.0
2001-06-13,5.27,3.36,3.02,18.1,15.1,26.1,41.2,0.0,0.0,0.0,0.0,284.21,869.53,323.72,295.8,9.62,5656.0,16.89,0,nao,8.745480000000002,0.2122770678450439,49.38624,43.284479292470046,10.63171399039436,9.614998715377723,0.0,0.0,0.0,0.0,0.0,0.0
2001-06-14,6.18,7.29,6.97,20.5,15.3,23.3,38.6,320.27,329.68,-879.08,-904.96,280.22,814.94,320.09,297.12,7.87,5665.0,158.05,0,nao,7.20216,1.334585964620085,19.034279999999995,16.64593024553449,7.54392209657682,2.145903343962366,552.57,552.67,608.14,607.57,55.569999999999936,54.90000000000009
2001-06-15,5.63,6.34,5.99,23.7,15.1,24.1,39.2,162.94,171.74,-785.59,-827.54,280.96,809.12,322.97,298.51,8.34,5702.0,119.02,0,nao,7.20216,9.697654401664007,24.693120000000004,23.23723217789886,19.274965639849604,2.328097157579376,450.09,449.97,611.23,610.67,161.14000000000004,160.69999999999993
2001-06-16,7.79,8.23,7.91,22.1,10.5,25.5,36.0,0.0,0.35,-262.44,-231.6,276.62,747.11,320.55,300.67,6.7,5711.0,15.14,0,nao,14.8608779028913,43.08068285599604,19.055124262496957,21.13232823946039,71.82298212359649,3.3497170077545806,658.93,658.42,659.87,663.32,0.9400000000000546,4.900000000000091
2001-06-19,4.19,9.46,9.38,30.4,18.9,20.5,39.4,0.0,0.0,0.0,0.0,283.45,889.81,318.75,293.08,8.92,5659.0,31.27,0,nao,31.37525553071642,77.94557584143786,44.66632545073825,16.333115548122716,245.54601853374916,42.58299483558962,0.0,0.0,0.0,0.0,0.0,0.0
2001-06-20,9.19,9.22,9.18,22.0,15.3,16.1,31.4,0.0,0.0,0.0,0.0,284.61,887.33,322.47,294.51,9.68,5669.0,30.14,1,sim,29.34608135898415,50.33517271508108,37.39134549681408,12.59492664048155,164.30805117033395,33.07742810917296,0.0,0.0,0.0,0.0,0.0,0.0
2001-06-21,19.04,16.78,16.67,-25.9,5.9,13.9,19.8,0.0,0.0,0.0,0.0,273.48,830.38,302.15,288.41,4.79,5610.0,6.21,0,nao,29.83752,34.86628845172685,43.7274,14.395260358221352,232.00955431854555,89.0366589656511,0.0,0.0,0.0,0.0,0.0,0.0
2001-06-22,13.78,13.55,13.4,-19.1,13.1,15.1,28.2,0.0,0.0,0.0,0.0,278.51,876.73,307.64,289.19,6.45,5613.0,9.47,0,nao,32.24268225916667,27.68011828119626,43.54328907635451,11.334687348243948,158.485590723011,50.88402447335272,0.0,0.0,0.0,0.0,0.0,0.0
2001-06-25,0.57,1.75,1.5,30.3,20.5,27.5,48.0,0.12,0.87,-513.94,-458.31,284.86,869.85,325.67,296.46,10.05,5672.0,24.96,4,sim,20.04884733283537,29.87052737754158,38.48611763267777,18.91619941794932,85.16499636335007,18.99108887064637,437.52,433.57,443.7,447.01,6.180000000000007,13.439999999999998
