data,Showalterindex,Liftedindex,LIFTcomputedusingvirtualtemperature,Kindex,Crosstotalsindex,Verticaltotalsindex,Totalstotalsindex,ConvectiveAvailablePotentialEnergy,CAPEusingvirtualtemperature,ConvectiveInhibition,CINSusingvirtualtemperature,Temp[K]oftheLiftedCondensationLevel,Pres[hPa]oftheLiftedCondensationLevel,Equivalentpotentialtemp[K]oftheLCL,Meanmixedlayerpotentialtemperature,Meanmixedlayermixingratio,1000hPato500hPathickness,Precipitablewater[mm]forentiresounding,contagem_raios,sim_nao,shear_index,BRNSH_index,shear_0_15000,shear_6000_15000,BRNSH_500_15000,BRNSH_6000_15000,EL,EL (Tv),LFC,LFC (Tv),Prof_cam_convec,Prof_cam_tv
2011-12-31,-0.4,-0.86,-0.98,34.9,22.1,22.7,44.8,138.01,168.02,-9.26,-3.01,290.23,887.07,341.59,300.35,14.02,5741.0,43.89,14,sim,10.2888,5.025752324254848,5.658839999999999,11.999006380434718,34.483060035181246,20.617993821107092,456.42,448.78,683.75,838.18,227.32999999999998,389.4
2012-01-01,-0.49,-1.17,-1.42,36.7,21.6,22.3,43.9,391.09,455.84,-10.98,-0.1,291.38,884.78,346.52,301.76,15.13,5765.0,45.87,53,sim,14.26691293249631,11.40844109286677,17.209613419899043,10.894207621035005,52.94488505245094,15.235501228816505,252.99,252.98,771.5,863.58,518.51,610.6
2012-01-02,2.63,2.54,1.97,26.6,20.2,20.5,40.7,0.0,0.0,0.0,0.0,287.32,870.03,333.63,299.0,11.82,5718.0,27.78,1,sim,18.107019740551,15.97673394482008,11.865623002404888,11.38977559805872,49.43621978634488,8.666329094109841,0.0,0.0,0.0,0.0,0.0,0.0
2012-01-03,6.24,4.79,4.61,6.5,13.9,23.9,37.8,0.0,0.0,0.0,0.0,283.64,825.73,328.37,299.61,9.76,5703.0,21.27,187,sim,12.53923483591534,38.00345068769714,12.799858039399378,15.120607306422915,48.58145510917174,3.014722786597269,0.0,0.0,0.0,0.0,0.0,0.0
2012-01-04,8.05,4.19,3.84,12.1,8.5,27.5,36.0,0.0,0.0,0.0,0.0,279.62,774.34,324.39,300.83,8.72,5720.0,13.35,11,sim,11.36117281292489,5.424954846441742,15.533992105353343,4.202325047601012,28.9865691243675,8.368423932549506,0.0,0.0,0.0,0.0,0.0,0.0
2012-01-05,4.7,2.0,1.59,27.8,13.7,27.7,41.4,12.9,25.65,-310.56,-263.64,284.13,822.14,330.44,300.49,10.12,5707.0,23.93,2154,sim,9.72566213753309,13.39717250262045,26.09615038794543,16.53907043890546,37.69653359913194,5.800725189864027,545.04,540.16,622.11,628.69,77.07000000000005,88.53000000000009
2012-01-06,-2.76,-4.34,-4.69,38.4,22.5,29.5,52.0,1280.46,1371.38,-112.03,-87.77,289.3,860.78,342.27,301.97,13.61,5730.0,35.95,3054,sim,11.31768,12.59071547177563,16.91479026425864,6.437152123807169,46.39244602569946,12.139782802095024,207.71,207.7,735.29,748.04,527.5799999999999,540.3399999999999
2012-01-08,0.2,-0.7,-0.98,30.4,22.2,23.3,45.5,242.64,295.48,-81.33,-0.06,287.26,850.82,336.41,300.84,12.04,5715.0,33.25,1847,sim,9.75126129223942,3.9030955586606,24.40869228094728,18.52107228550916,22.189087217798477,20.765729206648235,268.6,268.6,677.9,850.77,409.29999999999995,582.17
2012-01-09,-1.7,-1.98,-2.67,32.2,23.2,23.7,46.9,943.76,1077.09,-2.89,-1.96,289.66,865.55,342.88,301.88,13.85,5748.0,34.01,3099,sim,2.070020409944652,0.4844907165619002,10.577919600060763,10.937628748097907,3.524305314338931,1.9371588790284,218.44,218.42,827.5,837.32,609.06,618.9000000000001
2012-01-10,-0.41,-0.85,-1.02,36.9,22.6,23.9,46.5,133.56,158.57,-13.8,-11.46,288.2,872.78,336.29,299.64,12.48,5704.0,40.13,246,sim,6.258432712173232,4.894690264828629,7.584420083952468,13.7376441480017,14.316117136782683,2.576321912938492,338.1,334.96,799.26,804.03,461.15999999999997,469.07
2012-01-11,0.44,-0.63,-0.72,34.8,21.3,24.1,45.4,150.73,175.52,-60.27,-40.16,288.95,884.44,337.19,299.28,12.94,5705.0,38.57,45,sim,9.93548668021854,15.2299788254375,5.1983429098981,13.693147140202608,28.51466501221561,2.5973776770071613,384.67,377.04,712.0,726.34,327.33,349.3
2012-01-12,1.58,1.13,0.93,32.6,18.7,25.7,44.4,4.75,14.05,-116.3,-86.38,285.57,823.38,334.94,301.89,11.13,5733.0,31.36,788,sim,4.114893186370031,4.708379462338174,15.53574730752274,17.639061613914578,2.9822984287376406,5.532373108535578,615.28,611.45,704.49,721.56,89.21000000000004,110.1099999999999
2012-01-13,0.85,0.4,0.01,32.8,20.0,23.9,43.9,78.21,103.13,-82.63,-62.19,287.11,828.69,339.45,302.97,12.25,5740.0,35.63,104,sim,6.403954979212349,8.962541394134902,13.482091295271667,12.954956158322632,3.7557309910381047,11.971243520029372,508.29,500.36,675.95,689.73,167.66000000000003,189.37
2012-01-14,0.71,0.23,-0.08,32.3,20.4,21.3,41.7,43.06,56.63,-126.11,-24.31,289.99,857.94,345.43,302.98,14.28,5787.0,44.5,33,sim,8.957267262593122,34.73312388907014,12.665927538887402,16.683434972660887,14.51807144400997,11.427471959964086,341.13,340.03,561.13,723.05,220.0,383.02
2012-01-15,-0.87,-2.14,-2.43,34.7,21.6,22.7,44.3,398.25,479.11,-3.83,-2.36,291.28,860.58,350.26,304.06,15.48,5797.0,48.19,3087,sim,9.721010220817893,25.80119619304694,2.70834190097222,10.941508289897728,20.24463621482269,0.5169896287953482,204.04,204.01,851.47,854.7,647.4300000000001,650.69
2012-01-16,0.28,0.17,-0.26,32.7,20.7,23.7,44.4,25.86,52.27,-115.98,-94.93,288.62,858.94,340.03,301.45,13.05,5753.0,40.07,2557,sim,5.807905565578651,4.756708272520872,5.716941761836045,11.522177376956122,6.048347491494421,0.1932464723392024,458.29,454.79,614.96,628.18,156.67000000000002,173.38999999999993
2012-01-17,-1.05,-1.81,-2.03,37.4,21.3,26.3,47.6,345.91,407.98,-90.21,-70.21,289.97,878.58,341.95,300.91,13.93,5737.0,39.59,7872,sim,11.42750336500027,23.31772317098902,1.3046131925801887,10.794176826919593,32.16464137088004,2.3151379301733868,260.51,260.41,726.89,747.22,466.38,486.81
2012-01-18,-0.65,-1.96,-2.17,37.3,20.6,25.1,45.7,744.62,817.75,-60.48,-43.96,291.31,877.03,347.57,302.46,15.22,5776.0,45.85,1201,sim,13.63720944646925,32.78975504439268,8.046538060115923,6.336176363158985,29.727294426510973,0.4945330682658861,188.09,188.1,739.61,758.48,551.52,570.38
2012-01-19,2.36,0.97,0.72,31.9,19.2,23.1,42.3,4.57,7.21,-98.94,-79.8,287.95,867.53,336.24,299.9,12.38,5726.0,38.14,2234,sim,4.461760050245409,23.19410681413507,7.293445772308176,5.468439721861825,19.808301256395207,1.558752564158367,583.94,582.32,631.98,644.18,48.039999999999964,61.8599999999999
2012-01-20,0.68,0.26,-0.01,33.3,20.7,23.1,43.8,185.19,225.45,-80.73,-64.67,288.63,863.53,339.33,301.01,12.99,5746.0,39.02,3474,sim,6.425353540592144,15.98878137396046,11.592289069386007,13.306478674538836,14.10657201630054,2.828579273060173,258.54,258.58,685.41,695.08,426.86999999999995,436.50000000000006
2012-01-21,-0.54,-1.95,-2.17,36.4,20.7,26.7,47.4,544.86,608.18,-85.18,-66.83,288.41,846.34,341.29,302.51,13.08,5737.0,38.59,7611,sim,3.216125586557033,5.761853584341922,10.256774758314872,13.366401871673748,7.516501534204783,10.66615763322542,250.27,250.34,735.34,749.85,485.07000000000005,499.51
2012-01-22,1.24,-0.71,-0.87,32.7,17.9,27.9,45.8,140.75,171.7,-149.45,-126.47,287.02,833.97,338.27,302.32,12.19,5740.0,37.55,2521,sim,5.066646407555988,8.674972667495052,4.317397463120303,9.225119051428544,7.471513740092723,11.070584717165444,330.98,327.4,679.25,688.09,348.27,360.69000000000005
2012-01-23,0.02,-1.2,-1.5,31.3,19.3,27.3,46.6,440.69,531.42,-134.48,-107.06,288.33,841.04,341.9,302.97,13.09,5746.0,33.66,3067,sim,6.675182649329356,8.393582003681933,16.677565270045683,17.403700574841228,13.188641134198177,24.62414103992949,280.27,279.72,710.2,733.49,429.93000000000006,453.77
2012-01-24,0.37,-0.41,-0.72,33.7,20.5,23.9,44.4,230.55,292.42,-62.3,-43.62,288.01,836.43,341.44,303.1,12.88,5754.0,38.71,1770,sim,9.204572964612685,3.316140869452214,14.204980413086515,7.857078936220605,12.83446252903576,27.941576835955217,299.79,299.43,693.16,706.19,393.36999999999995,406.76000000000005
2012-01-25,-0.98,-1.49,-1.82,35.0,21.0,25.7,46.7,183.81,254.8,-47.1,-34.18,288.18,824.09,344.16,304.57,13.22,5781.0,39.35,999,sim,14.89652944732392,3.751282000202718,14.23582490169438,10.49161455737221,37.91175230393464,28.532934787866218,330.49,328.86,734.97,767.62,404.48,438.76
2012-01-26,0.7,0.94,0.94,34.5,20.7,21.7,42.4,13.67,17.36,-52.64,-39.64,290.26,890.86,341.09,300.02,13.98,5752.0,46.05,293,sim,3.892272035367617,10.74539086055745,5.027313040149266,7.117750225635651,5.403320699047315,7.257936735094992,568.6,566.76,626.89,631.66,58.289999999999964,64.89999999999998
2012-01-28,5.35,5.29,4.82,20.2,18.2,18.9,37.1,0.0,0.0,0.0,0.0,286.12,879.73,328.21,296.8,10.79,5698.0,23.64,115,sim,23.62496274317426,29.12480441688545,14.528439768408283,16.831224518051837,62.78494664161167,4.918267655179378,0.0,0.0,0.0,0.0,0.0,0.0
2012-01-29,6.77,6.31,5.85,8.0,16.2,19.1,35.3,0.0,0.0,0.0,0.0,283.91,838.23,327.34,298.61,9.79,5690.0,18.57,41,sim,21.50001540464019,23.40958286670804,12.162997948795356,11.159370918693991,49.60905860103787,12.076833672550178,0.0,0.0,0.0,0.0,0.0,0.0
2012-01-30,11.67,7.76,7.46,-26.3,8.1,21.1,29.2,0.0,0.0,0.0,0.0,284.64,876.28,324.1,295.62,9.83,5696.0,12.77,0,nao,10.16828907820506,6.122804954868233,20.583113121397243,14.985679828562985,43.27809013770761,15.580431143651031,0.0,0.0,0.0,0.0,0.0,0.0
2012-02-01,0.72,0.45,-0.19,34.9,19.7,24.7,44.4,29.75,81.29,-126.17,-106.68,288.34,856.8,339.34,301.37,12.84,5743.0,28.43,232,sim,11.22179133259206,2.162343154929292,23.41604134964582,12.452145169308332,36.80934109464287,53.63310917578232,464.02,454.23,715.38,725.12,251.36,270.89
2012-02-02,2.39,1.57,1.0,29.4,18.6,22.9,41.5,0.0,1.71,0.0,-151.77,286.75,829.27,338.07,302.52,11.96,5751.0,31.8,63,sim,10.85212368856898,13.07840249619528,19.001087863565488,18.4449232190948,12.422928689873569,15.812996022204878,0.0,415.91,0.0,436.32,0.0,20.409999999999968
2012-02-03,1.07,1.42,0.7,16.7,19.1,24.1,43.2,23.75,30.22,-423.12,-271.77,285.59,794.0,339.86,305.07,11.57,5779.0,26.36,10,sim,8.340832627751608,1.559582582265638,19.4461893164784,23.07000690128997,11.71863948533495,5.2796017956519625,273.16,272.91,377.5,382.58,104.33999999999997,109.66999999999996
2012-02-04,6.09,3.17,2.49,-13.7,12.9,23.9,36.8,23.14,29.07,-721.47,-536.09,285.74,807.62,338.07,303.73,11.5,5786.0,19.34,4,sim,5.050104230021746,6.091832765262893,16.98067197608901,17.3088523294665,19.14645350256063,4.144579374513917,317.22,316.19,365.26,370.91,48.039999999999964,54.72000000000003
2012-02-05,4.9,3.95,3.34,-15.5,14.7,23.7,38.4,0.0,0.0,0.0,0.0,283.63,781.38,335.32,304.36,10.31,5785.0,18.61,1,sim,9.77436,21.36308222038456,20.76703826978125,11.371652239445403,65.0319706766914,10.751516356108787,0.0,0.0,0.0,0.0,0.0,0.0
2012-02-06,3.64,2.15,1.22,-1.1,13.7,25.7,39.4,196.41,257.37,-102.35,-77.71,287.42,784.4,348.28,308.08,13.24,5860.0,23.92,1,sim,3.681758358281842,5.328033224371854,18.70203761526997,15.070312218652678,32.28037519908014,10.559998566268929,263.69,263.14,753.09,762.66,489.40000000000003,499.52
2012-02-07,1.81,2.48,1.95,27.1,15.9,28.9,44.8,0.0,0.0,0.0,0.0,281.4,743.43,334.56,306.29,9.31,5797.0,20.04,385,sim,5.306587531478658,4.584548945287775,15.021452744151745,12.169063681201177,23.10976360103673,6.960511802727018,0.0,0.0,0.0,0.0,0.0,0.0
2012-02-08,-0.62,-2.24,-2.7,29.7,19.3,28.3,47.6,172.69,291.34,-145.95,-106.88,288.53,823.54,345.6,305.0,13.55,5790.0,32.27,1179,sim,5.220995776746041,4.763770531464718,17.43144712980817,12.59150909768526,7.40297510374567,2.1564045231310485,318.52,312.82,681.11,719.55,362.59000000000003,406.72999999999996
2012-02-09,0.7,-1.84,-2.07,33.5,16.9,29.9,46.8,150.27,201.85,-160.37,-121.13,285.68,774.77,343.47,307.31,12.19,5794.0,35.68,3986,sim,3.084672972935955,8.400409848069303,13.887994776234668,14.23966046298778,7.8747687900620225,0.5928945626698297,310.71,307.12,654.19,690.25,343.4800000000001,383.13
2012-02-10,-1.88,-3.01,-3.34,36.3,22.7,24.7,47.4,553.96,635.86,-41.58,-23.09,289.98,851.08,346.58,303.68,14.41,5764.0,41.97,10881,sim,9.057028601847703,11.36888827782434,0.927221996675816,8.204857751853906,9.825596397277808,1.4492626701637126,271.28,269.64,728.79,756.81,457.51,487.16999999999996
2012-02-11,-0.01,-1.04,-1.39,33.5,20.7,24.1,44.8,87.03,127.64,-88.65,-69.58,289.84,865.73,343.53,302.05,14.01,5762.0,42.97,6292,sim,7.232940737717321,13.1152733730433,3.60108,5.304440552491125,17.61750346507422,0.1903927860233811,370.55,367.89,667.64,684.2,297.09,316.31000000000006
2012-02-12,0.48,-0.83,-0.91,35.7,20.7,23.3,44.0,127.91,164.77,-22.39,-13.02,290.32,883.58,342.51,300.79,14.17,5739.0,42.28,2025,sim,5.633779125738736,10.67084115554109,3.882933781348841,4.030265190553354,15.36156005739934,1.112337529585453,289.44,288.44,790.01,806.65,500.57,518.21
2012-02-13,0.66,-1.18,-1.31,35.9,19.5,25.5,45.0,286.72,333.9,-83.22,-63.8,290.14,880.05,342.38,300.95,14.06,5746.0,42.16,1960,sim,3.60108,15.93121741726434,3.60108,0.0,9.50881064763419,4.369274191610902,251.8,251.85,729.85,744.44,478.05,492.59000000000003
2012-02-14,-0.77,-3.28,-3.79,37.7,21.1,27.1,48.2,846.45,955.18,-70.34,-48.08,289.83,871.2,342.63,301.5,13.93,5737.0,35.03,4162,sim,4.177992063050831,1.598182414597289,2.703791222913868,1.6303397212916544,1.2630920834219,1.766985498890254,199.56,199.55,754.46,770.21,554.9000000000001,570.6600000000001
2012-02-15,-0.34,-1.77,-2.48,20.9,20.5,26.5,47.0,704.13,812.85,-105.54,-80.24,289.43,869.51,341.36,301.24,13.61,5755.0,25.88,1783,sim,12.54581908957037,0.9227996210774723,5.091173596045199,16.435338362467913,3.784875439564729,8.753812389201068,198.18,198.17,745.39,757.22,547.21,559.0500000000001
2012-02-16,3.85,-0.22,-0.8,22.9,16.1,25.1,41.2,421.19,480.07,-249.69,-52.66,289.26,876.91,339.52,300.33,13.32,5742.0,22.5,70,sim,6.527827563903257,0.3398291132930321,1.028880000000001,6.339879089506092,0.1624813825252892,0.4460068770352616,214.89,214.69,505.5,737.2,290.61,522.51
2012-02-17,-0.3,-0.91,-1.38,30.1,20.3,26.3,46.6,816.21,926.4,-108.09,-89.49,289.68,879.39,340.73,300.53,13.65,5747.0,33.02,1743,sim,4.124763036142794,5.192426918402987,3.049186158476439,3.155251919641489,2.1344920546501225,8.941321576819682,184.96,184.96,695.78,730.26,510.81999999999994,545.3
2012-02-18,-1.14,-1.52,-2.11,28.7,21.3,27.3,48.6,687.55,755.41,-260.32,-182.47,288.84,871.53,338.8,300.42,13.04,5747.0,28.65,6,sim,6.149858015880083,0.3156842083669454,5.163158753981249,5.993102264586054,3.264795298785519,5.303807618076768,228.9,228.79,559.71,586.09,330.81000000000006,357.30000000000007
2012-02-19,-0.76,-1.92,-2.35,28.7,20.3,28.3,48.6,766.52,821.3,-311.96,-208.92,286.89,822.17,339.73,303.41,12.22,5769.0,26.68,203,sim,6.605648838906562,6.567140751997441,1.182825959823137,6.238994130156857,8.339840480408252,2.970577401803652,234.48,234.38,547.2,562.56,312.72,328.17999999999995
2012-02-20,-4.79,-5.7,-6.21,17.7,25.9,26.7,52.6,1567.55,1737.57,-3.26,-2.26,290.91,871.46,346.84,302.59,14.92,5747.0,34.27,2483,sim,13.23561835006866,0.7960001319640142,9.010495863106186,20.12900579565717,7.422021665730877,4.2837181130929896,179.22,179.19,852.09,857.17,672.87,677.98
2012-02-21,1.84,-1.98,-2.21,36.3,17.9,26.9,44.8,371.86,423.06,-70.82,-50.78,288.94,861.03,340.87,301.57,13.32,5742.0,39.07,1693,sim,5.621975976128891,3.869044633936789,11.26016584004146,14.047926099081854,18.96562882736733,13.728750440272773,258.64,259.04,771.13,780.17,512.49,521.1299999999999
2012-02-22,0.89,-0.29,-0.84,34.1,19.9,23.1,43.0,169.09,245.94,-47.1,-31.81,288.85,842.15,343.66,303.39,13.51,5758.0,39.09,299,sim,13.37218565575448,12.57478611172466,12.938922712252204,5.671955253059887,34.30776512048021,19.84981950210708,260.36,259.93,727.99,746.46,467.63,486.53000000000003
2012-02-23,-1.58,-2.15,-2.4,36.4,22.5,23.9,46.4,423.57,488.17,-27.12,-11.72,289.87,852.57,345.9,303.41,14.27,5769.0,44.37,3573,sim,7.310332167507179,5.14733974242962,8.739489997193363,11.368420281143775,6.800276564724481,1.9507785218527656,195.0,195.02,711.71,726.68,516.71,531.66
2012-02-24,-0.28,-1.32,-1.6,33.9,21.2,22.7,43.9,502.29,571.75,-61.73,-34.68,291.23,878.81,346.92,302.19,15.09,5777.0,44.04,4514,sim,10.58389374470883,2.24612894512327,3.60108,7.230574696047573,2.54802519062728,0.4611812564556996,198.71,198.66,674.86,707.65,476.15,508.99
2012-02-25,0.76,-0.12,-0.96,35.6,19.4,22.9,42.3,665.7,787.32,-51.67,-40.83,291.41,880.07,347.45,302.27,15.25,5782.0,40.76,1696,sim,13.38321274682125,23.20929244555858,3.08664,12.34656,13.288071370030604,2.133309025953664,183.46,182.34,733.21,747.17,549.75,564.8299999999999
2012-02-26,-1.37,-0.49,-1.44,36.9,21.2,23.7,44.9,682.38,846.35,-58.4,-49.38,289.83,836.98,348.42,304.96,14.5,5799.0,37.65,4675,sim,14.46114939209515,3.146619313610009,2.866388179300736,12.737428110273562,0.141109881808522,2.4144626891349,194.08,194.06,731.29,747.43,537.2099999999999,553.3699999999999
2012-02-27,0.47,-0.39,-0.88,38.2,19.6,23.3,42.9,650.75,742.57,-79.63,-60.54,291.25,875.06,347.64,302.59,15.19,5778.0,43.58,4379,sim,1.652146765322372,0.3022299515459304,7.60343789541569,8.223842119137776,1.1562368822979936,0.6842549895908183,202.04,202.03,741.5,750.78,539.46,548.75
2012-02-28,3.26,0.27,-0.52,30.3,14.9,26.9,41.8,125.1,176.4,-295.37,-136.49,288.52,840.12,342.74,303.26,13.3,5789.0,28.74,18,sim,8.55201081514213,17.22035868965638,4.80205288372112,13.325102342303293,5.301485759408374,5.993229792306221,324.54,323.52,493.37,692.58,168.82999999999998,369.06000000000006
2012-02-29,1.6,-0.86,-1.64,5.3,16.7,27.7,44.4,219.27,296.14,-283.88,-95.25,287.32,805.89,344.05,305.6,12.88,5801.0,22.16,0,nao,7.390159617019463,1.336555169139872,3.755187482179976,6.229796116330869,0.0533288918216842,2.1721983490348915,319.99,314.47,512.61,741.3,192.62,426.8299999999999
2012-03-01,-0.04,0.32,-0.34,32.3,17.9,29.9,47.8,31.72,57.87,-464.81,-370.48,282.82,751.6,337.7,306.88,10.21,5805.0,24.94,759,sim,8.13899125254896,7.81470572485445,4.520497311958731,5.451692114001379,6.071785537379562,2.961393577750183,422.99,414.01,492.82,513.28,69.82999999999998,99.26999999999998
2012-03-02,3.17,2.3,2.07,29.3,14.7,27.7,42.4,2.91,21.72,-233.02,-193.0,282.6,755.42,336.33,306.2,10.05,5766.0,29.85,3161,sim,5.534791944724559,2.720522016518158,10.27658183290208,14.548157862459034,1.144710615016466,0.7955694413241905,513.94,513.19,567.44,632.07,53.5,118.88
2012-03-03,-1.59,-3.29,-3.77,33.6,22.6,24.5,47.1,943.46,1076.7,-6.03,-3.41,290.76,868.03,346.83,302.78,14.84,5760.0,38.39,9311,sim,0.5419109926047698,6.705080611395927,5.1444,4.6299600000000005,15.592961039012486,5.787713602367729,205.42,205.39,844.04,853.13,638.62,647.74
2012-03-04,2.21,1.13,0.43,29.6,18.8,22.9,41.7,128.9,165.66,-300.55,-150.95,288.67,865.53,339.14,300.85,12.98,5752.0,27.57,233,sim,6.765199210082394,0.3387850272791303,9.984666415716006,13.042550720821712,10.408506252478336,10.461634623966432,302.97,302.05,461.74,596.47,158.76999999999998,294.42
2012-03-05,0.99,-0.64,-1.3,18.1,19.5,25.5,45.0,393.73,482.99,-71.89,-56.03,288.24,856.15,339.07,301.33,12.77,5738.0,25.9,17,sim,3.398132822704722,0.5383242895124786,11.4026212452449,9.41160154249966,4.547314947138816,1.7771752014469326,251.33,251.33,746.23,755.44,494.9,504.11
2012-03-06,4.78,1.77,1.11,10.1,15.1,24.1,39.2,169.32,217.04,-328.13,-108.48,287.86,856.64,337.62,300.89,12.44,5741.0,19.92,3,sim,8.83694871908994,6.178323204871872,9.97164735242329,1.5550354243731423,19.55191281132061,3.2119768905066657,246.45,246.44,434.32,708.63,187.87,462.19
2012-03-07,7.64,2.8,2.25,2.7,12.7,22.7,35.4,0.0,0.0,0.0,0.0,286.27,845.1,333.91,300.39,11.36,5730.0,14.26,0,nao,10.34472077301347,9.965417189952095,5.869817749035536,9.985322488823204,36.23497185057447,8.145248828098815,0.0,0.0,0.0,0.0,0.0,0.0
2012-03-08,4.53,2.73,2.15,-7.1,15.9,23.9,39.8,0.0,0.0,0.0,0.0,286.1,843.21,333.62,300.4,11.28,5734.0,19.08,2,sim,4.900536920670134,0.2600811863903041,14.310776701342812,9.433277612089658,8.03704841147801,6.13058489363591,0.0,0.0,0.0,0.0,0.0,0.0
2012-03-09,6.51,2.61,2.07,15.3,11.5,26.5,38.0,0.0,0.0,0.0,0.0,284.2,812.91,332.11,301.55,10.33,5740.0,19.16,457,sim,5.863078214241402,3.163808750461398,5.675627008323981,1.9431688893625776,7.474424714789215,0.8693807787234357,0.0,0.0,0.0,0.0,0.0,0.0
2012-03-10,1.86,1.38,1.2,31.3,18.5,25.5,44.0,6.68,12.74,-207.73,-185.17,286.85,854.65,334.4,300.04,11.67,5727.0,34.28,6522,sim,12.35300136331439,11.13152949323396,8.576506172836686,10.88834600957808,27.114570711482727,3.623863843000774,590.12,585.28,626.46,641.09,36.34000000000003,55.81000000000006
2012-03-11,0.43,-0.32,-0.54,37.7,19.7,26.7,46.4,87.04,108.58,-129.08,-107.06,287.31,848.71,336.91,301.1,12.13,5731.0,37.06,2087,sim,5.65884,4.629637769956943,5.65884,10.5301683007988,8.179824004910156,1.7992152893845468,458.81,397.64,728.24,734.48,269.43,336.84000000000003
2012-03-12,1.64,0.28,0.04,34.2,19.1,25.1,44.2,29.78,45.94,-81.04,-65.86,286.22,828.13,336.42,302.09,11.58,5741.0,34.91,1640,sim,2.5722,2.517944321867403,7.20216,4.821817544391854,6.544524330443433,9.776496363067103,348.37,347.81,713.12,720.82,364.75,373.01000000000005
2012-03-13,-2.7,-3.01,-3.7,39.1,22.4,26.7,49.1,860.55,1008.21,-50.5,-44.01,289.49,833.43,347.66,304.97,14.25,5771.0,38.7,4636,sim,3.08664,0.2991654571482146,9.267104127546236,6.6877200000000006,15.021213333161604,11.51199541328129,222.08,221.96,762.86,771.24,540.78,549.28
2012-03-14,-1.31,-0.66,-1.32,32.8,21.8,25.7,47.5,39.34,99.35,-166.29,-134.13,287.22,830.27,339.58,302.92,12.32,5758.0,29.43,46,sim,8.336388800766532,0.5237905174852406,17.750479481543593,9.414932523739378,26.674328013870277,18.93822801298951,496.89,493.58,639.29,685.81,142.39999999999998,192.22999999999996
2012-03-15,-2.07,-2.72,-3.11,36.6,22.1,26.7,48.8,433.84,524.89,-76.07,-53.87,289.35,847.02,344.76,303.43,13.89,5753.0,38.13,2839,sim,8.952777238488624,7.3549297236762,15.211464845683452,9.159597292447971,24.69843327065985,4.601728927455672,300.46,295.62,732.93,762.57,432.46999999999997,466.95000000000005
2012-03-16,1.61,1.23,0.94,33.8,20.7,20.9,41.6,21.4,31.01,-0.16,-0.03,288.89,877.94,337.98,299.85,12.98,5730.0,38.7,214,sim,8.53514871102927,1.589305823354081,17.957192295227337,13.084517290473809,22.21611921830432,10.418323580830096,654.76,459.85,875.22,876.75,220.46000000000004,416.9
2012-03-17,7.85,5.75,5.31,25.1,15.1,19.5,34.6,0.0,0.0,0.0,0.0,283.92,841.68,326.85,298.26,9.75,5716.0,26.15,15,sim,3.179042889555456,0.3610784603756794,9.766562152068454,12.309466941755767,10.023404637127932,14.078099049907951,0.0,0.0,0.0,0.0,0.0,0.0
2012-03-18,4.62,5.07,4.63,-18.0,18.8,19.9,38.7,0.0,0.0,0.0,0.0,284.73,857.64,327.02,297.51,10.09,5712.0,16.56,0,nao,5.1444,0.3848453703771382,7.643584009405182,8.23104,16.506494021875863,11.58953958694904,0.0,0.0,0.0,0.0,0.0,0.0
2012-03-19,6.4,5.91,5.49,-14.1,14.7,22.7,37.4,0.0,0.0,0.0,0.0,283.69,844.65,325.73,297.73,9.57,5708.0,16.42,0,nao,7.513679492865323,2.027937176176164,9.668309436742057,4.758346850949594,18.647606605414648,7.987559503337787,0.0,0.0,0.0,0.0,0.0,0.0
2012-03-20,1.91,1.73,1.16,-2.6,19.4,24.1,43.5,1.21,4.77,-58.35,-49.49,287.0,865.82,333.19,299.08,11.64,5709.0,20.35,1,sim,12.86450234622813,0.8290186864915109,8.23104,12.809232143156455,8.749274566849497,4.23650370097037,750.62,743.17,767.16,775.56,16.539999999999964,32.389999999999986
2012-03-21,1.22,1.4,0.74,1.0,19.4,24.1,43.5,55.43,133.62,-81.07,-65.68,287.56,850.44,337.55,301.2,12.29,5740.0,21.58,9,sim,11.8062666260634,6.873171259384043,12.287990687074949,1.014898915607992,19.63969242337385,3.363644699639669,309.02,308.15,752.09,770.25,443.07000000000005,462.1
2012-03-23,1.14,-0.08,-0.18,33.1,19.8,24.7,44.5,2.11,5.42,-166.87,-140.79,288.57,872.04,337.76,300.1,12.8,5742.0,38.58,660,sim,22.71172189044024,27.64496999030295,13.004157062962753,15.125592041080008,70.55426038902195,8.60681099616391,498.66,496.53,657.85,662.59,159.19,166.06000000000006
2012-03-24,1.03,-1.25,-2.0,34.7,20.4,23.7,44.1,194.89,294.27,-28.13,-10.79,289.55,874.08,341.05,300.91,13.61,5740.0,34.51,20,sim,16.66129934085251,13.13346011617067,24.0867237904728,8.091949482373305,61.09917729617076,16.127684646674567,319.96,316.88,742.43,751.12,422.46999999999997,434.24
2012-03-25,7.51,7.01,6.93,15.7,16.7,20.1,36.8,0.0,0.0,0.0,0.0,283.75,895.66,318.84,292.84,9.11,5643.0,19.15,63,sim,25.71166179699911,34.716565159795,21.6352664486127,11.331950049125233,94.68986472793246,12.928331505915406,0.0,0.0,0.0,0.0,0.0,0.0
2012-03-26,1.21,-1.3,-1.95,10.7,18.1,27.1,45.2,335.66,405.05,-303.69,-143.76,289.2,862.28,341.66,301.72,13.53,5772.0,22.25,17,sim,9.077960246764453,12.14456174549024,15.348829615500756,7.557506846302991,30.37584360593996,3.644401748128991,245.59,245.6,531.26,652.17,285.66999999999996,406.56999999999994
